Columns,type,n,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA
WeblogInfo_30,Numerical,29439.0,0.1364516457760114,0.4535969333721018,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,3.0,4.0,26210.0,2734.0,323.0,98.0,45.0,29.0,251.0
WeblogInfo_33,Numerical,29439.0,0.3002140018343014,1.1633180745541232,0.0,0.0,0.0,0.0,21.0,0.0,1.0,3.0,2.0,4.0,26539.0,961.0,618.0,451.0,283.0,587.0,251.0
WeblogInfo_36,Numerical,29439.0,0.19168450015285846,0.7641885334141117,0.0,0.0,0.0,0.0,23.0,0.0,1.0,2.0,3.0,4.0,26445.0,1856.0,513.0,241.0,156.0,228.0,251.0
WeblogInfo_39,Numerical,29439.0,0.10210944665239988,0.3961162002987069,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,3.0,4.0,26998.0,2092.0,227.0,68.0,32.0,22.0,251.0
WeblogInfo_42,Numerical,29439.0,0.05081694351030945,0.44287728531379966,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,2.0,4.0,28885.0,184.0,155.0,90.0,52.0,73.0,251.0
WeblogInfo_48,Numerical,29439.0,0.020109378715309625,0.21746047131996102,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,3.0,4.0,29064.0,253.0,68.0,31.0,16.0,7.0,251.0
WeblogInfo_50,Numerical,29690.0,0.012024250589424048,0.13815978061750808,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,5.0,29414.0,213.0,51.0,8.0,2.0,2.0,0.0
WeblogInfo_51,Numerical,29690.0,0.00983496126641967,0.12381380880671079,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,5.0,29459.0,185.0,36.0,7.0,2.0,1.0,0.0
WeblogInfo_53,Numerical,29690.0,0.006871000336813742,0.12098909680516527,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,3.0,4.0,29537.0,123.0,22.0,4.0,2.0,2.0,0.0
WeblogInfo_54,Numerical,29690.0,0.006197372852812395,0.11619793355611392,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,3.0,4.0,29551.0,114.0,18.0,3.0,2.0,2.0,0.0
WeblogInfo_56,Numerical,29690.0,0.01889525092623779,0.18319728082234185,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,3.0,4.0,29261.0,336.0,73.0,12.0,4.0,4.0,0.0
WeblogInfo_57,Numerical,29690.0,0.016032334119232064,0.1694399984184919,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,3.0,4.0,29320.0,299.0,54.0,10.0,3.0,4.0,0.0
SocialNetwork_2,Numerical,29690.0,0.03128999663186258,0.19714794164251645,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,,,28888.0,675.0,127.0,,,0.0,0.0
SocialNetwork_3,Numerical,802.0,3228.923940149626,38807.99516426497,0.0,9.0,47.0,205.5,1032721.0,1.0,5.0,3.0,4.0,0.0,62.0,24.0,23.0,21.0,21.0,651.0,28888.0
SocialNetwork_4,Numerical,802.0,217.76309226932668,384.11315401916494,0.0,33.0,90.0,216.75,2996.0,0.0,30.0,1.0,65.0,41.0,40.0,11.0,10.0,10.0,10.0,721.0,28888.0
SocialNetwork_5,Numerical,801.0,413.22971285892635,1155.5506705316043,0.0,8.0,77.0,306.0,17494.0,0.0,2.0,1.0,3.0,6.0,62.0,32.0,29.0,24.0,16.0,638.0,28889.0
SocialNetwork_6,Numerical,801.0,26.583021223470663,197.13010528927558,0.0,0.0,0.0,4.0,4217.0,0.0,1.0,2.0,3.0,4.0,449.0,72.0,47.0,26.0,25.0,182.0,28889.0
SocialNetwork_8,Numerical,7341.0,114.71161967034465,465.2451796415316,0.0,36.0,73.0,123.0,27927.0,0.0,1.0,2.0,72.0,76.0,205.0,81.0,69.0,62.0,62.0,6862.0,22349.0
SocialNetwork_9,Numerical,7350.0,146.19714285714286,241.46717181843792,0.0,30.0,74.5,163.0,3242.0,0.0,2.0,3.0,4.0,5.0,142.0,118.0,88.0,87.0,86.0,6829.0,22340.0
SocialNetwork_10,Numerical,7363.0,307.0677712888768,1475.1715144932361,0.0,24.0,88.0,259.0,71253.0,0.0,1.0,2.0,4.0,5.0,239.0,118.0,107.0,97.0,89.0,6713.0,22327.0
SocialNetwork_13,Numerical,29690.0,0.2204445941394409,0.42004212233007615,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,,,23213.0,6409.0,68.0,,,0.0,0.0
SocialNetwork_14,Numerical,29690.0,0.061872684405523744,0.24218318597486063,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,,27861.0,1822.0,6.0,1.0,,0.0,0.0
SocialNetwork_16,Numerical,29690.0,0.016571236106433143,0.12766040557555847,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29198.0,492.0,,,,0.0,0.0
SocialNetwork_17,Numerical,29690.0,0.2531492084877063,0.43706365715496975,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,,22202.0,7461.0,26.0,1.0,,0.0,0.0
target,Numerical,29690.0,0.07298753789154598,0.26012042629270865,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27523.0,2167.0,,,,0.0,0.0
UserInfo_2_4,Numerical,29690.0,0.71003704951162,0.45375254548796873,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,21081.0,8609.0,,,,0.0,0.0
UserInfo_2_8,Numerical,29690.0,0.6418322667564836,0.479469864708225,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,19056.0,10634.0,,,,0.0,0.0
UserInfo_2_20,Numerical,29690.0,0.48012798922196026,0.49961336102395465,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,15435.0,14255.0,,,,0.0,0.0
UserInfo_4_8,Numerical,29690.0,0.6542270124621085,0.4756276359537959,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,19424.0,10266.0,,,,0.0,0.0
UserInfo_4_20,Numerical,29690.0,0.44617716402829233,0.4971030329623337,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,16443.0,13247.0,,,,0.0,0.0
UserInfo_8_20,Numerical,29690.0,0.42280229033344563,0.49401288800901366,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,17137.0,12553.0,,,,0.0,0.0
UserInfo_7_19,Numerical,29690.0,0.622532839339845,0.4847614033637651,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,18483.0,11207.0,,,,0.0,0.0
Log_FirstTime,Numerical,29690.0,-40.3997305490064,126.43735389310268,-1347.0,-15.0,-9.0,-5.0,0.0,-5.0,-6.0,-4.0,-7.0,-8.0,2285.0,2220.0,2220.0,2126.0,1971.0,18868.0,0.0
Log_Count,Numerical,29690.0,19.191748063320983,27.357523265649732,0.0,9.0,13.0,22.0,1957.0,7.0,8.0,9.0,10.0,11.0,2491.0,2485.0,2033.0,1848.0,1653.0,19180.0,0.0
Log_DayFreq,Numerical,29690.0,0.4205328824610483,0.30319244795828415,0.0,0.16666666666666666,0.3716687862088456,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.25,2637.0,1745.0,1307.0,1077.0,1026.0,21898.0,0.0
Log_Cats,Numerical,29690.0,7.919669922532839,2.2803996874501222,0.0,7.0,8.0,9.0,22.0,8.0,7.0,9.0,10.0,11.0,9440.0,8110.0,4467.0,2304.0,1231.0,4138.0,0.0
"Log_(-4, 6)",Numerical,29690.0,9.394408891882788,14.643774965316581,0.0,2.0,5.0,12.0,504.0,1.0,0.0,2.0,3.0,4.0,3465.0,3016.0,2928.0,2370.0,2007.0,15904.0,0.0
"Log_(1, 2)",Numerical,29690.0,1.081071067699562,0.7313044663530982,0.0,1.0,1.0,1.0,10.0,1.0,0.0,2.0,3.0,4.0,20084.0,4421.0,4042.0,815.0,210.0,118.0,0.0
"Log_(4, 1)",Numerical,29690.0,0.9445604580666891,0.36117006803777746,0.0,1.0,1.0,1.0,36.0,1.0,0.0,2.0,4.0,3.0,27671.0,1907.0,73.0,12.0,8.0,19.0,0.0
"Log_(4, 7)",Numerical,29690.0,0.3775345234085551,1.066283423747517,0.0,0.0,0.0,0.0,42.0,0.0,1.0,2.0,3.0,4.0,22576.0,5122.0,1270.0,355.0,145.0,222.0,0.0
"Log_(-10, 13)",Numerical,29690.0,0.14762546311889524,0.5221993507435558,0.0,0.0,0.0,0.0,36.0,0.0,1.0,2.0,3.0,4.0,26060.0,3236.0,255.0,66.0,33.0,40.0,0.0
"Log_(3, 1)",Numerical,29690.0,0.14641293364769284,0.44353595062159334,0.0,0.0,0.0,0.0,14.0,0.0,1.0,2.0,3.0,4.0,25904.0,3427.0,261.0,57.0,22.0,19.0,0.0
"Log_(99, 6)",Numerical,29690.0,0.686460087571573,2.9394180401471464,0.0,0.0,0.0,0.0,162.0,0.0,2.0,1.0,3.0,4.0,25907.0,691.0,653.0,515.0,416.0,1508.0,0.0
"Log_(1, 6)",Numerical,29690.0,0.03125631525766251,0.5858249597562895,0.0,0.0,0.0,0.0,55.0,0.0,1.0,2.0,6.0,4.0,29143.0,495.0,20.0,5.0,4.0,23.0,0.0
"Log_(1, 20)",Numerical,29690.0,0.9348939036712698,0.37203021070666703,0.0,1.0,1.0,1.0,12.0,1.0,0.0,2.0,3.0,4.0,26477.0,2667.0,445.0,64.0,20.0,17.0,0.0
"Log_(2, 3)",Numerical,29690.0,0.273021219265746,4.548461328252011,0.0,0.0,0.0,0.0,237.0,0.0,1.0,2.0,3.0,10.0,29171.0,170.0,61.0,31.0,17.0,240.0,0.0
"Log_(100, 6)",Numerical,29690.0,0.18127315594476254,3.6600203358733,0.0,0.0,0.0,0.0,355.0,0.0,1.0,2.0,3.0,4.0,29042.0,190.0,87.0,52.0,36.0,283.0,0.0
"Log_(107, 6)",Numerical,29690.0,1.002458740316605,6.746795054549132,0.0,0.0,0.0,0.0,498.0,0.0,1.0,2.0,3.0,4.0,26285.0,634.0,412.0,303.0,281.0,1775.0,0.0
"Log_(4, 19)",Numerical,29690.0,0.05543954193331088,2.9884907644509373,0.0,0.0,0.0,0.0,481.0,0.0,1.0,2.0,3.0,4.0,29469.0,110.0,29.0,27.0,10.0,45.0,0.0
"Log_(102, 6)",Numerical,29690.0,0.006433142472212866,0.4435066475764507,0.0,0.0,0.0,0.0,69.0,0.0,1.0,2.0,13.0,11.0,29653.0,20.0,7.0,1.0,1.0,8.0,0.0
"Log_(4, 6)",Numerical,29690.0,0.15217244863590434,4.8747265395944,0.0,0.0,0.0,0.0,614.0,0.0,1.0,2.0,3.0,4.0,29132.0,253.0,82.0,45.0,36.0,142.0,0.0
"Log_(2, 10)",Numerical,29690.0,0.01902997642303806,0.31501908822538394,0.0,0.0,0.0,0.0,24.0,0.0,1.0,2.0,3.0,4.0,29396.0,206.0,43.0,12.0,11.0,22.0,0.0
"Log_(103, 6)",Numerical,29690.0,0.01596497137083193,0.46481628822944016,0.0,0.0,0.0,0.0,27.0,0.0,1.0,5.0,2.0,4.0,29623.0,16.0,7.0,6.0,5.0,33.0,0.0
"Log_(1000, 23)",Numerical,29690.0,0.006837318962613675,0.2787941212100965,0.0,0.0,0.0,0.0,20.0,0.0,1.0,4.0,2.0,6.0,29652.0,12.0,6.0,6.0,3.0,11.0,0.0
Userupdate_FirstTime,Numerical,29690.0,-27.982081508925564,72.21815727923739,-774.0,-14.0,-9.0,-5.0,0.0,-5.0,-4.0,-6.0,-7.0,-8.0,2463.0,2418.0,2416.0,2260.0,2111.0,18022.0,0.0
Userupdate_Count,Numerical,29690.0,12.403603907039408,5.280423555811005,0.0,11.0,12.0,13.0,89.0,12.0,13.0,2.0,14.0,9.0,11170.0,3268.0,2211.0,2014.0,2003.0,9024.0,0.0
Userupdate_DayFreq,Numerical,29690.0,0.15649313026761663,0.1280620280455367,0.0,0.07692307692307693,0.125,0.2,1.0,0.2,0.16666666666666666,0.14285714285714285,0.25,0.125,2187.0,2184.0,2004.0,1990.0,1845.0,19480.0,0.0
Userupdate_Cats,Numerical,29690.0,11.27083192994274,3.3571633872463824,0.0,11.0,12.0,13.0,31.0,12.0,13.0,9.0,2.0,11.0,11518.0,5112.0,2943.0,2246.0,2240.0,5631.0,0.0
Userupdate__lastupdatedate,Numerical,29690.0,0.771000336813742,1.7357905460523475,0.0,0.0,0.0,1.0,51.0,0.0,1.0,2.0,3.0,4.0,19477.0,5231.0,2356.0,1042.0,628.0,956.0,0.0
Userupdate__mobilephone,Numerical,29690.0,0.9936005389019872,0.6347197919298565,0.0,1.0,1.0,1.0,13.0,1.0,0.0,2.0,3.0,4.0,21555.0,4622.0,2915.0,402.0,116.0,80.0,0.0
Userupdate__realname,Numerical,29690.0,0.34109127652408217,0.6445142254215169,0.0,0.0,0.0,1.0,15.0,0.0,1.0,2.0,3.0,4.0,21341.0,7177.0,791.0,258.0,72.0,51.0,0.0
Userupdate__turnover,Numerical,29690.0,0.043617379589087235,0.3793534501807496,0.0,0.0,0.0,0.0,21.0,0.0,1.0,2.0,3.0,4.0,28984.0,421.0,156.0,71.0,24.0,34.0,0.0
ListingInfo_Day,,29690.0,243.37201077803974,90.90422449083117,0.0,180.0,261.0,317.0,374.0,312.0,347.0,333.0,357.0,343.0,431.0,379.0,365.0,320.0,317.0,27878.0,0.0
ListingInfo_Year,,29690.0,2013.9465139777703,0.22500438405006273,2013.0,2014.0,2014.0,2014.0,2014.0,2014.0,2013.0,,,,28102.0,1588.0,,,,0.0,0.0
ListingInfo_DayofYear,,29690.0,202.8944088918828,82.53274713196632,2.0,144.0,213.0,271.0,365.0,252.0,287.0,273.0,297.0,283.0,431.0,379.0,365.0,320.0,317.0,27878.0,0.0
ListingInfo_DayofMonth,,29690.0,16.788514651397776,8.511766534673024,1.0,10.0,17.0,24.0,31.0,9.0,14.0,30.0,10.0,22.0,1270.0,1252.0,1225.0,1124.0,1121.0,23698.0,0.0
ListingInfo_DayofWeek,,29690.0,2.58019535197036,1.8216067169550105,0.0,1.0,2.0,4.0,6.0,1.0,4.0,2.0,0.0,3.0,5443.0,5390.0,5139.0,4568.0,4310.0,4840.0,0.0
UserInfo_20_Longitude,,22372.0,114.98331932773233,6.289442164915726,75.98,112.03,115.68,119.02,131.15,118.67,120.15,120.7,113.12,114.48,503.0,417.0,415.0,340.0,281.0,20416.0,7318.0
UserInfo_20_Latitude,,22372.0,31.642182639013512,6.148236992681573,18.25,26.65,30.78,35.6,50.42,24.88,28.0,34.27,35.42,33.35,458.0,417.0,323.0,303.0,288.0,20583.0,7318.0
UserInfo_20_LongpLat,,22372.0,146.62550196674238,10.113756503057628,115.45,139.77,145.98,152.14,177.78,143.55,148.7,140.76,153.5,142.17,458.0,415.0,292.0,288.0,233.0,20686.0,7318.0
UserInfo_20_LongmLat,,22372.0,83.34113668871707,7.240699629514524,36.23,78.85,83.75,89.1,93.79,93.79,92.7,90.57,86.8,84.31,458.0,415.0,336.0,323.0,263.0,20577.0,7318.0
UserInfo_20_CityRank,,29690.0,4.234220276187268,1.5021651455830127,1.0,3.0,4.0,6.0,6.0,6.0,4.0,3.0,2.0,2.5,10799.0,8068.0,6276.0,1956.0,1003.0,1588.0,0.0
UserInfo_CityRank_median,,29690.0,3.177484001347255,1.4264030122653417,1.0,2.0,3.0,4.0,6.0,4.0,3.0,2.0,6.0,1.0,7655.0,7241.0,4228.0,3421.0,2746.0,4399.0,0.0
UserInfo_Latitude_median,,29407.0,31.14486873873648,6.151931321075879,20.03,25.83,30.67,35.64,50.42,22.55,23.13,39.9,23.05,29.57,783.0,766.0,609.0,575.0,565.0,26109.0,283.0
UserInfo_Longitude_median,,29407.0,114.60610194851131,6.130869687248838,75.98,112.0,114.87,118.87,131.15,114.05,113.27,116.4,120.15,118.67,836.0,782.0,624.0,555.0,527.0,26083.0,283.0
UserInfo_LongmLat_median,,29407.0,83.46046400517051,7.705337352292239,36.23,78.28,84.31,90.14,93.79,91.5,90.14,76.5,76.98,90.57,794.0,785.0,610.0,518.0,489.0,26211.0,283.0
UserInfo_LongpLat_median,,29407.0,145.7449353895333,9.570250501699693,115.45,136.8,145.7,151.88,177.78,136.6,136.4,156.3,136.12,134.74,837.0,757.0,614.0,515.0,486.0,26198.0,283.0
UserInfo_CityRank_std,,29690.0,0.5698029776391544,0.8511071801930243,0.0,0.0,0.0,1.1547005383792515,2.886751345948129,0.0,1.1547005383792515,1.7320508075688772,0.5773502691896258,0.8660254037844386,18143.0,1932.0,1707.0,1186.0,762.0,5960.0,0.0
UserInfo_Latitude_std,,29072.0,0.6618396034529115,1.704761356297282,0.0,0.0,0.0,0.3181980515339475,17.447525134910492,0.0,0.28867513459481314,0.27135462651912345,0.2309401076758495,0.046188021535169335,19725.0,99.0,61.0,61.0,58.0,9068.0,618.0
UserInfo_Longitude_std,,29072.0,0.7324383196159733,1.9464060744603036,0.0,0.0,0.0,0.37527767497326003,31.81980515339464,0.0,0.2886751345948139,0.4503332099679098,0.21361959960016416,0.16165807537309587,19767.0,62.0,57.0,52.0,46.0,9088.0,618.0
UserInfo_LongmLat_std,,29072.0,0.9186283429353689,2.4133408799506606,0.0,0.0,0.0,0.4849742261192876,37.29281163977851,0.0,0.32331615074619174,0.21939310229205516,0.21361959960016416,0.4156921938165289,19724.0,49.0,46.0,45.0,40.0,9168.0,618.0
UserInfo_LongpLat_std,,29072.0,1.057845529430291,2.7479594255505364,0.0,0.0,0.0,0.5369357503463559,35.25634410996126,0.0,0.11547005383791858,0.5715767664977368,0.46765371804360023,0.24826061575154507,19714.0,73.0,45.0,44.0,42.0,9154.0,618.0
SocialNetwork_7_0.0,,29690.0,0.0021892893230043785,0.046739382907579306,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29625.0,65.0,,,,0.0,0.0
SocialNetwork_7_1.0,,29690.0,0.9723812731559448,0.16388055817197236,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,28870.0,820.0,,,,0.0,0.0
Userupdate__qq_0.0,,29690.0,0.12263388346244526,0.32802200864061454,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,26049.0,3641.0,,,,0.0,0.0
Userupdate__qq_1.0,,29690.0,0.8584035028629168,0.34864168302296555,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,25486.0,4204.0,,,,0.0,0.0
Userupdate__qq_2.0,,29690.0,0.015560794880431121,0.12377064479876539,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29228.0,462.0,,,,0.0,0.0
Userupdate__qq_3.0,,29690.0,0.002391377568204783,0.04884402969152975,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29619.0,71.0,,,,0.0,0.0
"Log_(1, 4)_0.0",,29690.0,0.9383630852138767,0.24049896807295779,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,27860.0,1830.0,,,,0.0,0.0
"Log_(1, 4)_1.0",,29690.0,0.056214213539912426,0.2303387998877652,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28021.0,1669.0,,,,0.0,0.0
"Log_(1, 4)_2.0",,29690.0,0.0039744021556079485,0.06291851570804823,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29572.0,118.0,,,,0.0,0.0
"Log_(1, 4)_3.0",,29690.0,0.0011788480970023577,0.03431469180860874,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29655.0,35.0,,,,0.0,0.0
"Log_(304, 20)_1.0",,29690.0,0.0034018187942068037,0.058226803236162084,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29589.0,101.0,,,,0.0,0.0
Userupdate__department_0.0,,29690.0,0.9830582687773661,0.1290552979857592,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,29187.0,503.0,,,,0.0,0.0
Userupdate__department_1.0,,29690.0,0.015426069383630852,0.12324210863380458,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29232.0,458.0,,,,0.0,0.0
Userupdate__department_2.0,,29690.0,0.0014482990906028966,0.03802959679042506,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29647.0,43.0,,,,0.0,0.0
WeblogInfo_20_nan,,29690.0,0.007510946446615022,0.08634108649672084,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29467.0,223.0,,,,0.0,0.0
WeblogInfo_20_F16,,29690.0,0.0074772650724149545,0.08614874084585027,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29468.0,222.0,,,,0.0,0.0
WeblogInfo_20_C20,,29690.0,0.001953519703603907,0.04415619022600781,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29632.0,58.0,,,,0.0,0.0
WeblogInfo_20_C19,,29690.0,0.0036712697878073424,0.060480697495553244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29581.0,109.0,,,,0.0,0.0
WeblogInfo_20_C1,,29690.0,0.001481980464802964,0.03846861112061383,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29646.0,44.0,,,,0.0,0.0
WeblogInfo_20_C18,,29690.0,0.003233411923206467,0.056772048825257736,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29594.0,96.0,,,,0.0,0.0
WeblogInfo_20_C11,,29690.0,0.02505894240485012,0.15630679674119766,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28946.0,744.0,,,,0.0,0.0
WeblogInfo_20_C15,,29690.0,0.018086897945436175,0.13326800164138217,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29153.0,537.0,,,,0.0,0.0
WeblogInfo_20_F15,,29690.0,0.0836982148871674,0.27693935603046527,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27205.0,2485.0,,,,0.0,0.0
WeblogInfo_20_C21,,29690.0,0.0011451667228022904,0.03382149972866191,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29656.0,34.0,,,,0.0,0.0
WeblogInfo_20_I3,,29690.0,0.0010441226002020883,0.03229655616541756,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29659.0,31.0,,,,0.0,0.0
WeblogInfo_20_U,,29690.0,0.004075446278208151,0.06371007555838072,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,29569.0,121.0,,,,0.0,0.0
WeblogInfo_20_I4,,29690.0,0.05628157628831256,0.23046854334214295,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,28019.0,1671.0,,,,0.0,0.0
WeblogInfo_20_I5,,29690.0,0.08198046480296396,0.2743395763065924,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27256.0,2434.0,,,,0.0,0.0
WeblogInfo_20_F14,,29690.0,0.37147187605254295,0.4832063591926669,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,18661.0,11029.0,,,,0.0,0.0
WeblogInfo_20_C12,,29690.0,0.05867295385651734,0.23501552851245133,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,27948.0,1742.0,,,,0.0,0.0
